"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","Cluster","SINGLESCORE","CONTENT_MASTERYE","PROGRESSE","CLOSING_GAPE","READINESSE","CCRPISCOREE","CONTENT_MASTERYM","PROGRESSM","CLOSING_GAPM","READINESSM","CCRPISCOREM","CONTENT_MASTERYH","PROGRESSH","CLOSING_GAPH","READINESSH","GRADUATION_RATEH","CCRPISCOREH"
"2024","SCHOOL","7390104","Pioneer RESA","739","Towns County","Towns County Middle School","0104","M","78.5","","","","","","79.4","99.7","18.2","85.6","78.5","","","","","",""
"2025","SCHOOL","7390104","Pioneer RESA","739","Towns County","Towns County Middle School","0104","M","82.6","","","","","","81","91.9","59.4","85.9","82.6","","","","","",""
"2018","SCHOOL","7390204","Pioneer RESA","739","Towns County","Towns County High School","0204","H","73.8","","","","","","","","","","","76.1","64.8","58.3","75","96.6","73.8"
"2019","SCHOOL","7390204","Pioneer RESA","739","Towns County","Towns County High School","0204","H","85.3","","","","","","","","","","","82.2","82.9","95.8","76.9","98","85.3"
"2020","SCHOOL","7390204","Pioneer RESA","739","Towns County","Towns County High School","0204","H","","","","","","","","","","","","","","","","95",""
"2021","SCHOOL","7390204","Pioneer RESA","739","Towns County","Towns County High School","0204","H","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7390204","Pioneer RESA","739","Towns County","Towns County High School","0204","H","","","","","","","","","","","","73.9","TFS","","71.8","91.3",""
"2023","SCHOOL","7390204","Pioneer RESA","739","Towns County","Towns County High School","0204","H","63.1","","","","","","","","","","","66.6","51","12.5","83.1","93.5","63.1"
"2024","SCHOOL","7390204","Pioneer RESA","739","Towns County","Towns County High School","0204","H","80.2","","","","","","","","","","","83.2","63.1","100","81.3","94.1","80.2"
"2025","SCHOOL","7390204","Pioneer RESA","739","Towns County","Towns County High School","0204","H","74.3","","","","","","","","","","","77.2","79.4","16.7","76.6","94.7","74.3"
"2018","DISTRICT","740","Heart of Georgia RESA","740","Treutlen County","Treutlen County","740","EMH","58.8","52.5","69.4","77.8","65.6","64.8","45.1","78.7","41.7","75.4","62.4","48.9","84.7","75","64.5","83.6","69.8"
"2019","DISTRICT","740","Heart of Georgia RESA","740","Treutlen County","Treutlen County","740","EMH","58.8","53.2","56.7","44.4","62.2","54.9","40.7","66.1","11.1","72.2","51.5","52.8","86.1","81.3","68.9","83.5","72.7"
"2020","DISTRICT","740","Heart of Georgia RESA","740","Treutlen County","Treutlen County","740","EH","","","","","","","","","","","","","","","","",""
"2021","DISTRICT","740","Heart of Georgia RESA","740","Treutlen County","Treutlen County","740","EMH","","","","","","","","","","","","","","","","",""
"2022","DISTRICT","740","Heart of Georgia RESA","740","Treutlen County","Treutlen County","740","EMH","","59.7","TFS","","71.4","","40.9","TFS","","66.9","","47.7","TFS","","63.4","89.1",""
"2023","DISTRICT","740","Heart of Georgia RESA","740","Treutlen County","Treutlen County","740","EMH","72.3","60.1","69.8","67.9","81.2","68.8","51","84.4","100","80.1","75.8","53.4","86.1","71.9","81.4","88.8","74.5"
"2024","DISTRICT","740","Heart of Georgia RESA","740","Treutlen County","Treutlen County","740","EMH","71.7","71.2","80.9","100","81.7","81.0","54.4","74.8","38.5","79.8","64.3","53.5","61.2","41.7","77.5","88.3","63.6"
"2025","DISTRICT","740","Heart of Georgia RESA","740","Treutlen County","Treutlen County","740","EMH","76.9","72.7","76.9","75","84.6","73.7","53.9","66","63.9","75.3","73.7","58.3","90.4","75","79","81.5","73.7"
"2018","SCHOOL","7400113","Heart of Georgia RESA","740","Treutlen County","Treutlen Elementary School","0113","E","64.8","52.5","69.4","77.8","65.6","64.8","","","","","","","","","","",""
"2019","SCHOOL","7400113","Heart of Georgia RESA","740","Treutlen County","Treutlen Elementary School","0113","E","54.9","53.2","56.7","44.4","62.2","54.9","","","","","","","","","","",""
"2020","SCHOOL","7400113","Heart of Georgia RESA","740","Treutlen County","Treutlen Elementary School","0113","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7400113","Heart of Georgia RESA","740","Treutlen County","Treutlen Elementary School","0113","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7400113","Heart of Georgia RESA","740","Treutlen County","Treutlen Elementary School","0113","E","","59.7","TFS","","71.4","","","","","","","","","","","",""
"2023","SCHOOL","7400113","Heart of Georgia RESA","740","Treutlen County","Treutlen Elementary School","0113","E","68.8","60.1","69.8","67.9","81.2","68.8","","","","","","","","","","",""
"2024","SCHOOL","7400113","Heart of Georgia RESA","740","Treutlen County","Treutlen Elementary School","0113","E","81.0","71.2","80.9","100","81.7","81.0","","","","","","","","","","",""
"2025","SCHOOL","7400113","Heart of Georgia RESA","740","Treutlen County","Treutlen Elementary School","0113","E","76.9","72.7","76.9","75","84.6","76.9","","","","","","","","","","",""
"2018","SCHOOL","7400213","Heart of Georgia RESA","740","Treutlen County","Treutlen Middle/High School","0213","MH","66.2","","","","","","45.1","78.7","41.7","75.4","62.4","48.9","84.7","75","64.5","83.6","69.8"
"2019","SCHOOL","7400213","Heart of Georgia RESA","740","Treutlen County","Treutlen Middle/High School","0213","MH","63.0","","","","","","40.7","66.1","11.1","72.2","51.5","52.8","86.1","81.3","68.9","83.5","72.7"
"2020","SCHOOL","7400213","Heart of Georgia RESA","740","Treutlen County","Treutlen Middle/High School","0213","H","","","","","","","","","","","","","","","","80",""
"2021","SCHOOL","7400213","Heart of Georgia RESA","740","Treutlen County","Treutlen Middle/High School","0213","MH","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7400213","Heart of Georgia RESA","740","Treutlen County","Treutlen Middle/High School","0213","MH","","","","","","","40.9","TFS","","66.9","","47.7","TFS","","63.4","89.1",""
"2023","SCHOOL","7400213","Heart of Georgia RESA","740","Treutlen County","Treutlen Middle/High School","0213","MH","75.2","","","","","","51","84.4","100","80.1","75.8","53.4","86.1","71.9","81.4","","74.5"
"2024","SCHOOL","7400213","Heart of Georgia RESA","740","Treutlen County","Treutlen Middle/High School","0213","MH","63.9","","","","","","54.4","74.8","38.5","79.8","64.3","53.5","61.2","41.7","77.5","88.3","63.6"
"2025","SCHOOL","7400213","Heart of Georgia RESA","740","Treutlen County","Treutlen Middle/High School","0213","MH","76.2","","","","","","53.9","66","63.9","75.3","71.0","58.3","90.4","75","79","81.5","71.0"
"2018","DISTRICT","741","West Georgia RESA","741","Troup County","Troup County","741","EMH","70.5","56.3","82.1","37.5","76.9","66.6","50","71.2","29.7","76.4","59.7","61.9","77.5","56.9","69.1","83.2","70.4"
"2019","DISTRICT","741","West Georgia RESA","741","Troup County","Troup County","741","EMH","70.5","59","85.9","58.3","78.3","72.2","51.3","73.3","48.6","76.7","63.7","63.5","80.5","66.7","69.6","86.1","73.2"
"2020","DISTRICT","741","West Georgia RESA","741","Troup County","Troup County","741","EMH","","","","","","","","","","","","","","","","",""
"2021","DISTRICT","741","West Georgia RESA","741","Troup County","Troup County","741","EMH","","","","","","","","","","","","","","","","",""
"2022","DISTRICT","741","West Georgia RESA","741","Troup County","Troup County","741","EMH","","57.4","100.00+","","70.5","","48.1","58.6","","68.6","","53.7","76.3","","63.1","86.6",""
"2023","DISTRICT","741","West Georgia RESA","741","Troup County","Troup County","741","EMH","79.0","61.7","90.5","100","82.6","81.7","52.2","80.3","82.4","79.3","72.1","59.6","98.5","96.8","68.1","86.2","80.3"
"2024","DISTRICT","741","West Georgia RESA","741","Troup County","Troup County","741","EMH","74.7","63.9","82.8","77.8","82","76.3","54.4","79.2","66","80.1","69.9","61.8","96.9","45.8","72","86.1","75.9"
"2025","DISTRICT","741","West Georgia RESA","741","Troup County","Troup County","741","EMH","77.1","64.6","89.2","65.4","83.3","76.6","58","82.7","83.8","81.4","76.6","63.9","87.2","65.7","75.4","91.1","76.6"
"2018","SCHOOL","7410109","West Georgia RESA","741","Troup County","Callaway Elementary School","0109","E","70.7","52.9","84.7","64","78","70.7","","","","","","","","","","",""
"2019","SCHOOL","7410109","West Georgia RESA","741","Troup County","Callaway Elementary School","0109","E","62.1","52.3","72.3","36.4","78.1","62.1","","","","","","","","","","",""
"2020","SCHOOL","7410109","West Georgia RESA","741","Troup County","Callaway Elementary School","0109","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7410109","West Georgia RESA","741","Troup County","Callaway Elementary School","0109","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7410109","West Georgia RESA","741","Troup County","Callaway Elementary School","0109","E","","48.5","88.5","","67.2","","","","","","","","","","","",""
"2023","SCHOOL","7410109","West Georgia RESA","741","Troup County","Callaway Elementary School","0109","E","67.8","48.5","85.8","50","78.7","67.8","","","","","","","","","","",""
"2024","SCHOOL","7410109","West Georgia RESA","741","Troup County","Callaway Elementary School","0109","E","63.1","47.1","74.6","50","77.1","63.1","","","","","","","","","","",""
"2025","SCHOOL","7410109","West Georgia RESA","741","Troup County","Callaway Elementary School","0109","E","76.3","50.7","90.1","92.5","78.6","76.3","","","","","","","","","","",""
"2018","SCHOOL","7410187","West Georgia RESA","741","Troup County","West Point Elementary School","0187","E","66.1","52.1","87.7","34.4","73.2","66.1","","","","","","","","","","",""
"2019","SCHOOL","7410187","West Georgia RESA","741","Troup County","West Point Elementary School","0187","E","65.9","51.6","82.5","40.6","77.1","65.9","","","","","","","","","","",""
"2020","SCHOOL","7410187","West Georgia RESA","741","Troup County","West Point Elementary School","0187","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7410187","West Georgia RESA","741","Troup County","West Point Elementary School","0187","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7410187","West Georgia RESA","741","Troup County","West Point Elementary School","0187","E","","50.2","TFS","","69.2","","","","","","","","","","","",""
"2023","SCHOOL","7410187","West Georgia RESA","741","Troup County","West Point Elementary School","0187","E","80.8","59.5","100","76.9","82","80.8","","","","","","","","","","",""
"2024","SCHOOL","7410187","West Georgia RESA","741","Troup County","West Point Elementary School","0187","E","69.5","57.3","84.4","43.8","81.1","69.5","","","","","","","","","","",""
"2025","SCHOOL","7410187","West Georgia RESA","741","Troup County","West Point Elementary School","0187","E","79.6","58.4","93.5","83.3","84.1","79.6","","","","","","","","","","",""
"2018","SCHOOL","7410189","West Georgia RESA","741","Troup County","Long Cane Elementary School","0189","E","78.4","64.2","90.2","78.1","79.5","78.4","","","","","","","","","","",""
"2019","SCHOOL","7410189","West Georgia RESA","741","Troup County","Long Cane Elementary School","0189","E","86.0","74.7","100","80.6","82.7","86.0","","","","","","","","","","",""
"2020","SCHOOL","7410189","West Georgia RESA","741","Troup County","Long Cane Elementary School","0189","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7410189","West Georgia RESA","741","Troup County","Long Cane Elementary School","0189","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7410189","West Georgia RESA","741","Troup County","Long Cane Elementary School","0189","E","","74.1","TFS","","77.3","","","","","","","","","","","",""
"2023","SCHOOL","7410189","West Georgia RESA","741","Troup County","Long Cane Elementary School","0189","E","74.0","71.8","83.9","38.5","86.7","74.0","","","","","","","","","","",""
"2024","SCHOOL","7410189","West Georgia RESA","741","Troup County","Long Cane Elementary School","0189","E","88.7","82","93.7","94.4","85.6","88.7","","","","","","","","","","",""
"2025","SCHOOL","7410189","West Georgia RESA","741","Troup County","Long Cane Elementary School","0189","E","78.3","77.3","91.4","36.8","88.2","78.3","","","","","","","","","","",""
"2018","SCHOOL","7410191","West Georgia RESA","741","Troup County","Gardner-Newman Middle School","0191","M","59.6","","","","","","51.4","70.1","28.3","77.1","59.6","","","","","",""
"2019","SCHOOL","7410191","West Georgia RESA","741","Troup County","Gardner Newman Middle School","0191","M","64.2","","","","","","52","71.6","55","76.6","64.2","","","","","",""
"2020","SCHOOL","7410191","West Georgia RESA","741","Troup County","Gardner-Newman Middle School","0191","M","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7410191","West Georgia RESA","741","Troup County","Gardner-Newman Middle School","0191","M","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7410191","West Georgia RESA","741","Troup County","Gardner-Newman Middle School","0191","M","","","","","","","47.5","62.5","","67.5","","","","","","",""
"2023","SCHOOL","7410191","West Georgia RESA","741","Troup County","Gardner-Newman Middle School","0191","M","68.6","","","","","","48.4","75.8","78.3","79.2","68.6","","","","","",""
"2024","SCHOOL","7410191","West Georgia RESA","741","Troup County","Gardner-Newman Middle School","0191","M","68.3","","","","","","52.6","80.7","54.8","80.4","68.3","","","","","",""
"2025","SCHOOL","7410191","West Georgia RESA","741","Troup County","Gardner-Newman Middle School","0191","M","75.2","","","","","","56.3","84.8","82.8","81","75.2","","","","","",""
"2018","SCHOOL","7410194","West Georgia RESA","741","Troup County","Hollis Hand Elementary School","0194","E","84.5","82.6","85.9","84.1","85","84.5","","","","","","","","","","",""
"2019","SCHOOL","7410194","West Georgia RESA","741","Troup County","Hollis Hand Elementary School","0194","E","76.4","79.1","90","29.2","83.7","76.4","","","","","","","","","","",""
"2020","SCHOOL","7410194","West Georgia RESA","741","Troup County","Hollis Hand Elementary School","0194","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7410194","West Georgia RESA","741","Troup County","Hollis Hand Elementary School","0194","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7410194","West Georgia RESA","741","Troup County","Hollis Hand Elementary School","0194","E","","66.8","100.00+","","75.3","","","","","","","","","","","",""
"2023","SCHOOL","7410194","West Georgia RESA","741","Troup County","Hollis Hand Elementary School","0194","E","85.7","77","85.9","100","87.7","85.7","","","","","","","","","","",""
"2024","SCHOOL","7410194","West Georgia RESA","741","Troup County","Hollis Hand Elementary School","0194","E","78.8","83.1","82.1","50","88.6","78.8","","","","","","","","","","",""
"2025","SCHOOL","7410194","West Georgia RESA","741","Troup County","Hollis Hand Elementary School","0194","E","80.8","81.9","79.7","73.3","86.5","80.8","","","","","","","","","","",""
"2018","SCHOOL","7410201","West Georgia RESA","741","Troup County","Callaway High School","0201","H","68.5","","","","","","","","","","","55.4","75.3","72.7","63.3","83.4","68.5"
"2019","SCHOOL","7410201","West Georgia RESA","741","Troup County","Callaway High School","0201","H","73.5","","","","","","","","","","","59.2","85.1","77.1","63.8","86.3","73.5"
"2020","SCHOOL","7410201","West Georgia RESA","741","Troup County","Callaway High School","0201","H","","","","","","","","","","","","","","","","91.2",""
"2021","SCHOOL","7410201","West Georgia RESA","741","Troup County","Callaway High School","0201","H","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7410201","West Georgia RESA","741","Troup County","Callaway High School","0201","H","","","","","","","","","","","","47","77.8","","54.5","85.2",""
"2023","SCHOOL","7410201","West Georgia RESA","741","Troup County","Callaway High School","0201","H","79.4","","","","","","","","","","","59.6","97.2","100","60.9","87.8","79.4"
"2024","SCHOOL","7410201","West Georgia RESA","741","Troup County","Callaway High School","0201","H","75.0","","","","","","","","","","","62.1","99.2","25","69.5","91.4","75.0"
"2025","SCHOOL","7410201","West Georgia RESA","741","Troup County","Callaway High School","0201","H","75.1","","","","","","","","","","","61.4","95.3","37","69","93.5","75.1"
"2018","SCHOOL","7410204","West Georgia RESA","741","Troup County","Callaway Middle School","0204","M","53.6","","","","","","42.6","67.9","13.6","74.9","53.6","","","","","",""
"2019","SCHOOL","7410204","West Georgia RESA","741","Troup County","Callaway Middle School","0204","M","57.1","","","","","","43","64","43.8","76.3","57.1","","","","","",""
"2020","SCHOOL","7410204","West Georgia RESA","741","Troup County","Callaway Middle School","0204","M","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7410204","West Georgia RESA","741","Troup County","Callaway Middle School","0204","M","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7410204","West Georgia RESA","741","Troup County","Callaway Middle School","0204","M","","","","","","","39.1","25","","65.5","","","","","","",""
"2023","SCHOOL","7410204","West Georgia RESA","741","Troup County","Callaway Middle School","0204","M","71.9","","","","","","45.8","82","92.3","78.6","71.9","","","","","",""
"2024","SCHOOL","7410204","West Georgia RESA","741","Troup County","Callaway Middle School","0204","M","70.5","","","","","","48.5","78.4","83.3","79.8","70.5","","","","","",""
"2025","SCHOOL","7410204","West Georgia RESA","741","Troup County","Callaway Middle School","0204","M","70.7","","","","","","52","76.6","80.8","81","70.7","","","","","",""
"2018","SCHOOL","7410205","West Georgia RESA","741","Troup County","Franklin Forest Elementary School","0205","E","66.9","57.6","69.9","65.9","76.1","66.9","","","","","","","","","","",""
"2019","SCHOOL","7410205","West Georgia RESA","741","Troup County","Franklin Forest Elementary School","0205","E","79.0","65.5","82.7","97.7","78.6","79.0","","","","","","","","","","",""
"2020","SCHOOL","7410205","West Georgia RESA","741","Troup County","Franklin Forest Elementary","0205","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7410205","West Georgia RESA","741","Troup County","Franklin Forest Elementary","0205","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7410205","West Georgia RESA","741","Troup County","Franklin Forest Elementary","0205","E","","53.3","100.00+","","68.7","","","","","","","","","","","",""
"2023","SCHOOL","7410205","West Georgia RESA","741","Troup County","Franklin Forest Elementary","0205","E","75.6","54","91.9","73.7","80.6","75.6","","","","","","","","","","",""
"2024","SCHOOL","7410205","West Georgia RESA","741","Troup County","Franklin Forest Elementary","0205","E","70.9","54.5","89.8","50","78.1","70.9","","","","","","","","","","",""
"2025","SCHOOL","7410205","West Georgia RESA","741","Troup County","Franklin Forest Elementary","0205","E","73.0","54.5","91.7","57.5","79.5","73.0","","","","","","","","","","",""
"2021","SCHOOL","7410207","West Georgia RESA","741","Troup County","Bradfield Center - Ault Academy","0207","MH","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7410207","West Georgia RESA","741","Troup County","Bradfield Center - Ault Academy","0207","MH","","","","","","","TFS","","","TFS","","TFS","TFS","","TFS","TFS",""
"2023","SCHOOL","7410207","West Georgia RESA","741","Troup County","Bradfield Center - Ault Academy","0207","MH","","","","","","","TFS","TFS","NA","TFS","","TFS","TFS","NA","100","",""
"2024","SCHOOL","7410207","West Georgia RESA","741","Troup County","Bradfield Center - Ault Academy","0207","EMH","","NA","NA","NA","TFS","","TFS","TFS","NA","TFS","","TFS","TFS","NA","100","TFS",""
"2025","SCHOOL","7410207","West Georgia RESA","741","Troup County","Bradfield Center - Ault Academy","0207","MH","N/A","","","","","","TFS","TFS","NA","100","N/A","TFS","TFS","NA","100","TFS","N/A"
"2018","SCHOOL","7410297","West Georgia RESA","741","Troup County","Long Cane Middle School","0297","M","62.0","","","","","","53.7","75.7","27.1","76.6","62.0","","","","","",""
"2019","SCHOOL","7410297","West Georgia RESA","741","Troup County","Long Cane Middle School","0297","M","73.0","","","","","","56.5","80.8","82.7","76.7","73.0","","","","","",""
"2020","SCHOOL","7410297","West Georgia RESA","741","Troup County","Long Cane Middle School","0297","M","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7410297","West Georgia RESA","741","Troup County","Long Cane Middle School","0297","M","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7410297","West Georgia RESA","741","Troup County","Long Cane Middle School","0297","M","","","","","","","56.7","77.5","","73.8","","","","","","",""
"2023","SCHOOL","7410297","West Georgia RESA","741","Troup County","Long Cane Middle School","0297","M","76.9","","","","","","62.5","85.8","79.7","80.5","76.9","","","","","",""
"2024","SCHOOL","7410297","West Georgia RESA","741","Troup County","Long Cane Middle School","0297","M","70.2","","","","","","61.4","79.5","52.2","80.8","70.2","","","","","",""
"2025","SCHOOL","7410297","West Georgia RESA","741","Troup County","Long Cane Middle School","0297","M","76.4","","","","","","64.4","83.3","76.7","81.9","76.4","","","","","",""
"2018","SCHOOL","7410387","West Georgia RESA","741","Troup County","Troup County High School","0387","H","64.4","","","","","","","","","","","60.2","65.7","36","68.1","85.5","64.4"
"2019","SCHOOL","7410387","West Georgia RESA","741","Troup County","Troup County Comprehensive High School","0387","H","70.0","","","","","","","","","","","61.8","73.3","59.6","69.8","87.2","70.0"
"2020","SCHOOL","7410387","West Georgia RESA","741","Troup County","Troup County High School","0387","H","","","","","","","","","","","","","","","","86.5",""
"2021","SCHOOL","7410387","West Georgia RESA","741","Troup County","Troup County High School","0387","H","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7410387","West Georgia RESA","741","Troup County","Troup County High School","0387","H","","","","","","","","","","","","50.7","TFS","","63.1","88",""
"2023","SCHOOL","7410387","West Georgia RESA","741","Troup County","Troup County High School","0387","H","72.6","","","","","","","","","","","58.4","77.9","78.6","70.3","88.1","72.6"
"2024","SCHOOL","7410387","West Georgia RESA","741","Troup County","Troup County High School","0387","H","71.3","","","","","","","","","","","58.7","83.4","50","70.3","87","71.3"
"2025","SCHOOL","7410387","West Georgia RESA","741","Troup County","Troup County High School","0387","H","76.9","","","","","","","","","","","68.4","75.6","87","74.9","91.6","76.9"
"2018","SCHOOL","7410397","West Georgia RESA","741","Troup County","Hogansville Elementary School","0397","E","47.6","37.4","59.3","8.3","72","47.6","","","","","","","","","","",""
"2019","SCHOOL","7410397","West Georgia RESA","741","Troup County","Hogansville Elementary School","0397","E","71.3","44.5","89.8","77.5","74.7","71.3","","","","","","","","","","",""
"2020","SCHOOL","7410397","West Georgia RESA","741","Troup County","Hogansville Elementary School","0397","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7410397","West Georgia RESA","741","Troup County","Hogansville Elementary School","0397","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7410397","West Georgia RESA","741","Troup County","Hogansville Elementary School","0397","E","","55.5","TFS","","69.6","","","","","","","","","","","",""
"2023","SCHOOL","7410397","West Georgia RESA","741","Troup County","Hogansville Elementary School","0397","E","82.3","60.1","96","90.6","85.4","82.3","","","","","","","","","","",""
"2024","SCHOOL","7410397","West Georgia RESA","741","Troup County","Hogansville Elementary School","0397","E","83.0","68.4","86","100","86.8","83.0","","","","","","","","","","",""
"2025","SCHOOL","7410397","West Georgia RESA","741","Troup County","Hogansville Elementary School","0397","E","79.4","67.6","96.3","50","89.4","79.4","","","","","","","","","","",""
"2018","SCHOOL","7410497","West Georgia RESA","741","Troup County","Whitesville Road Elementary School","0497","E","54.4","42.9","71.4","17.5","69.7","54.4","","","","","","","","","","",""
"2018","SCHOOL","7410597","West Georgia RESA","741","Troup County","Ethel W. Kight Elementary School","0597","E","56.7","43.7","80.2","7.5","72","56.7","","","","","","","","","","",""
"2019","SCHOOL","7410597","West Georgia RESA","741","Troup County","Ethel W. Kight Elementary School","0597","E","69.2","45.5","81.7","82.5","72.7","69.2","","","","","","","","","","",""
"2020","SCHOOL","7410597","West Georgia RESA","741","Troup County","Ethel W. Kight Elementary School","0597","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7410597","West Georgia RESA","741","Troup County","Ethel W. Kight Elementary School","0597","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7410597","West Georgia RESA","741","Troup County","Ethel W. Kight Elementary School","0597","E","","47.3","96","","65.1","","","","","","","","","","","",""
"2023","SCHOOL","7410597","West Georgia RESA","741","Troup County","Ethel W. Kight Elementary School","0597","E","77.2","49.2","93.9","94.1","76.8","77.2","","","","","","","","","","",""
"2024","SCHOOL","7410597","West Georgia RESA","741","Troup County","Ethel W. Kight Elementary School","0597","E","74.6","54.3","88.1","79.2","78.2","74.6","","","","","","","","","","",""
"2025","SCHOOL","7410597","West Georgia RESA","741","Troup County","Ethel W. Kight Elementary School","0597","E","67.6","54.5","85.3","34.2","81.4","67.6","","","","","","","","","","",""
"2019","SCHOOL","7410698","West Georgia RESA","741","Troup County","Clearview Elementary School","0698","E","55.2","41.4","62.8","42.5","72.1","55.2","","","","","","","","","","",""
"2020","SCHOOL","7410698","West Georgia RESA","741","Troup County","Clearview Elementary School","0698","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7410698","West Georgia RESA","741","Troup County","Clearview Elementary School","0698","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7410698","West Georgia RESA","741","Troup County","Clearview Elementary School","0698","E","","42.7","87.8","","62.5","","","","","","","","","","","",""
"2023","SCHOOL","7410698","West Georgia RESA","741","Troup County","Clearview Elementary School","0698","E","69.7","46.6","79.5","83.3","76.8","69.7","","","","","","","","","","",""
"2024","SCHOOL","7410698","West Georgia RESA","741","Troup County","Clearview Elementary School","0698","E","46.3","35.5","53.9","9.1","76.6","46.3","","","","","","","","","","",""
"2025","SCHOOL","7410698","West Georgia RESA","741","Troup County","Clearview Elementary School","0698","E","67.8","38.2","86.3","73.5","75.6","67.8","","","","","","","","","","",""
"2020","SCHOOL","7410699","West Georgia RESA","741","Troup County","The Hope Academy School","0699","H","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7410699","West Georgia RESA","741","Troup County","The Hope Academy School","0699","MH","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7410699","West Georgia RESA","741","Troup County","The Hope Academy School","0699","MH","","","","","","","9.5","","","35","","TFS","","","TFS","TFS",""
"2023","SCHOOL","7410699","West Georgia RESA","741","Troup County","The Hope Academy School","0699","MH","36.1","","","","","","7.4","58.3","50","30","36.1","TFS","NA","NA","40.4","",""
"2024","SCHOOL","7410699","West Georgia RESA","741","Troup County","The Hope Academy School","0699","MH","","","","","","","TFS","TFS","NA","66.5","","TFS","NA","NA","43.1","TFS",""
"2025","SCHOOL","7410699","West Georgia RESA","741","Troup County","The Hope Academy School","0699","MH","N/A","","","","","","0","TFS","NA","59.5","23.8","TFS","TFS","NA","82.6","TFS","23.8"
"2018","SCHOOL","7411052","West Georgia RESA","741","Troup County","LaGrange High School","1052","H","74.8","","","","","","","","","","","68.3","87.4","46.9","74","81.9","74.8"
"2019","SCHOOL","7411052","West Georgia RESA","741","Troup County","LaGrange High School","1052","H","76.8","","","","","","","","","","","68.3","86.5","65.6","73.3","85.3","76.8"
"2020","SCHOOL","7411052","West Georgia RESA","741","Troup County","LaGrange High School","1052","H","","","","","","","","","","","","","","","","82.7",""
"2021","SCHOOL","7411052","West Georgia RESA","741","Troup County","LaGrange High School","1052","H","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7411052","West Georgia RESA","741","Troup County","LaGrange High School","1052","H","","","","","","","","","","","","61.6","81","","69","88.5",""
"2023","SCHOOL","7411052","West Georgia RESA","741","Troup County","LaGrange High School","1052","H","77.1","","","","","","","","","","","61.4","98.2","58.3","70.9","85","77.1"
"2024","SCHOOL","7411052","West Georgia RESA","741","Troup County","LaGrange High School","1052","H","77.2","","","","","","","","","","","65.4","91.4","65.8","74.8","82.9","77.2"
"2025","SCHOOL","7411052","West Georgia RESA","741","Troup County","LaGrange High School","1052","H","78.5","","","","","","","","","","","65.2","90","64.8","79.2","90.5","78.5"
"2018","SCHOOL","7413050","West Georgia RESA","741","Troup County","Hillcrest Elementary School","3050","E","69.6","70","76.4","37.5","81.1","69.6","","","","","","","","","","",""
"2019","SCHOOL","7413050","West Georgia RESA","741","Troup County","Hillcrest Elementary School","3050","E","78.0","76.4","78.1","71.9","84.9","78.0","","","","","","","","","","",""
"2020","SCHOOL","7413050","West Georgia RESA","741","Troup County","Hillcrest Elementary School","3050","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","7413050","West Georgia RESA","741","Troup County","Hillcrest Elementary School","3050","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","7413050","West Georgia RESA","741","Troup County","Hillcrest Elementary School","3050","E","","88","TFS","","83","","","","","","","","","","","",""
"2023","SCHOOL","7413050","West Georgia RESA","741","Troup County","Hillcrest Elementary School","3050","E","90.2","90.2","86.2","100","89.7","90.2","","","","","","","","","","",""
"2024","SCHOOL","7413050","West Georgia RESA","741","Troup County","Hillcrest Elementary School","3050","E","89.9","93.3","82.5","100","89.9","89.9","","","","","","","","","","",""
